CartCode,Total,Discount,CustomerSalary,CustomerAge,ListOfProduct
C7126,213,0.12,2210,43,energy bar>nonfat milk>bug spray>chicken
C7127,206,0.03,1266,29,burgers>fresh tuna>herb & pepper>shrimp>whole wheat pasta>milk>cider>eggs>cereals>pancakes>energy drink
C7128,249,0.1,2496,49,eggs>cooking oil>chocolate>french fries>mushroom cream sauce>pancakes>light mayo>low fat yogurt
C7129,230,0.2,1460,60,turkey>eggs
C7130,180,0.18,598,43,shrimp>frozen vegetables>mineral water>milk
C7131,147,0.07,1463,58,grated cheese>herb & pepper>parmesan cheese>whole wheat pasta>ground beef>spaghetti>yams>milk>low fat yogurt
C7132,246,0.02,1589,53,dessert wine>soup>eggs>low fat yogurt
C7133,53,0.2,519,26,turkey>green grapes>eggs
C7134,79,0.09,1466,27,mineral water>fresh bread
C7135,70,0.09,2278,52,mineral water>green tea
C7136,222,0.03,1945,28,grated cheese>cooking oil>light mayo
C7137,132,0.19,1813,20,rice
C7138,235,0.16,851,50,frozen smoothie
C7139,218,0.11,921,56,chocolate>ground beef>spaghetti>eggs>cookies>mushroom cream sauce
C7140,71,0.07,1396,55,parmesan cheese>cake>green tea
C7141,235,0.14,824,41,chocolate>cookies
C7142,137,0.18,2156,43,turkey>red wine>ground beef>mineral water>milk>whole wheat rice>pancakes
C7143,150,0.02,1426,47,green tea
C7144,169,0.12,899,34,mineral water>milk>nonfat milk>pancakes>honey>cooking oil>frozen smoothie>brownies>tomato juice
C7145,144,0.12,2398,44,burgers>frozen vegetables>tomatoes>strong cheese>muffins>eggs>french fries>yogurt cake>light mayo>green tea
C7146,155,0.2,1404,34,salmon
C7147,140,0.22,908,24,tomatoes>chicken>eggs
C7148,179,0.08,1956,38,frozen vegetables>mineral water>milk
C7149,169,0.13,1727,56,olive oil>salmon>light cream>zucchini
C7150,145,0.23,813,22,frozen vegetables>rice>light mayo
C7151,206,0.17,2170,24,turkey>tomatoes>spaghetti>milk
C7152,244,0.18,1331,36,chocolate
C7153,55,0.23,535,50,whole wheat pasta>olive oil
C7154,218,0.08,1896,41,chocolate>mineral water>eggs>rice
C7155,188,0.02,2191,43,energy bar
C7156,124,0.23,832,21,spaghetti>pancakes
C7157,153,0.11,565,57,honey>champagne>escalope>pasta>mushroom cream sauce
C7158,205,0.15,1691,22,turkey>milk>pancakes
C7159,164,0.05,1564,54,green tea
C7160,99,0.04,1208,28,turkey>burgers
C7161,147,0.23,1290,30,burgers>eggs
C7162,73,0.11,1672,42,burgers>french wine>green tea
C7163,139,0.17,1090,53,french fries>pancakes>light mayo
C7164,168,0.1,2263,59,frozen vegetables>ground beef>mineral water>honey>green tea
C7165,78,0.15,1777,55,champagne
C7166,84,0.08,1166,43,frozen vegetables>energy bar
C7167,66,0.15,732,21,chocolate>eggs>french fries>energy drink
C7168,216,0.19,2102,52,soup>chicken>eggs>light cream>cooking oil>cereals>green tea
C7169,126,0.12,812,33,spaghetti>eggs>eggplant
C7170,169,0.12,1588,54,energy drink
C7171,238,0.06,1905,36,soup>soda
C7172,193,0.21,1226,51,herb & pepper>mineral water>milk>whole wheat rice>salt>white wine
C7173,149,0.18,849,21,mineral water>green tea
C7174,100,0.11,1737,49,vegetables mix>cereals>green tea
C7175,238,0.19,1326,59,chocolate
C7176,105,0,1455,57,french fries>pancakes
C7177,173,0.18,605,22,grated cheese>herb & pepper>ground beef>spaghetti>butter>cider>bacon>pancakes>soda>napkins>low fat yogurt>green tea
C7178,112,0.13,1124,26,mineral water>soup>eggs>chocolate>frozen smoothie>protein bar
C7179,243,0.14,1966,25,green tea
C7180,50,0.23,1459,37,burgers>grated cheese>herb & pepper>red wine>ground beef>mineral water>chocolate>avocado>rice>cereals>pancakes>toothpaste>green tea
C7181,240,0.09,1093,26,black tea>chicken>eggs>french fries>energy drink
C7182,167,0.08,1593,58,burgers>spaghetti>eggs
C7183,202,0.16,1402,47,salmon>yogurt cake
C7184,78,0.16,1693,43,milk>salmon>cereals
C7185,123,0.05,1664,32,mineral water>milk>cake>brownies
C7186,150,0.12,2429,48,eggs
C7187,55,0.2,1476,51,burgers>eggs>barbecue sauce
C7188,88,0.23,1221,45,milk>clothes accessories>low fat yogurt
C7189,245,0.16,1982,36,frozen vegetables>whole wheat pasta>olive oil
C7190,100,0.19,1440,43,cookies
C7191,117,0.14,2220,55,parmesan cheese>chicken
C7192,93,0.03,1996,30,frozen vegetables>mineral water>milk>olive oil>vegetables mix>eggs>brownies>low fat yogurt>candy bars
C7193,98,0.22,2167,35,milk
C7194,187,0.14,684,55,turkey>frozen vegetables
C7195,236,0.03,1995,34,burgers>escalope>pasta
C7196,215,0.19,2162,57,grated cheese>frozen vegetables>tomatoes>chocolate>escalope
C7197,108,0.1,2310,53,french fries
C7198,66,0.03,2100,25,extra dark chocolate>champagne>green tea
C7199,141,0.22,1587,52,champagne
C7200,78,0.04,1636,49,fromage blanc>french fries
C7201,218,0.12,2159,55,grated cheese>red wine>spaghetti>whole wheat rice>pet food
C7202,139,0.14,1601,44,chicken>eggs>soda>shampoo>fresh bread>low fat yogurt
C7203,159,0.12,2168,58,frozen vegetables>pepper>spaghetti>mineral water>green beans>french fries>frozen smoothie>pancakes>low fat yogurt
C7204,154,0.08,2049,25,oatmeal>french fries
C7205,74,0.24,1014,37,tomatoes>tomato juice
C7206,223,0.17,1052,29,turkey>burgers>ham>mineral water>energy bar>french wine>frozen smoothie>escalope>sandwich>yogurt cake>fresh bread
C7207,123,0.14,1072,36,mineral water>eggplant>cereals>antioxydant juice
C7208,151,0.2,579,54,grated cheese>spaghetti>mineral water>whole wheat rice>cake>french fries>champagne
C7209,135,0.13,2119,31,turkey>chocolate>champagne>escalope>sandwich
C7210,50,0.1,968,46,strawberries>green tea
C7211,122,0.01,1434,33,chocolate>spaghetti>mineral water>cake
C7212,166,0.08,1223,57,salmon
C7213,208,0.09,882,45,eggs
C7214,135,0.17,1127,28,milk>tea>frozen smoothie>tomato juice
C7215,150,0.16,838,30,turkey>burgers>frozen vegetables>tomatoes>parmesan cheese>spaghetti>mineral water>chocolate>milk>vegetables mix>whole wheat rice>mushroom cream sauce
C7216,196,0.19,554,60,burgers>french fries
C7217,232,0.22,1339,23,shrimp>pepper>butter>whole wheat rice>cake>chocolate>frozen smoothie
C7218,150,0.15,2116,20,spaghetti>mineral water>milk>vegetables mix>gums>cereals>french fries>frozen smoothie>pancakes>tomato juice>low fat yogurt
C7219,161,0.18,620,31,mineral water>energy bar
C7220,123,0.06,725,60,energy bar>eggs>strawberries
C7221,146,0.07,2497,35,pet food
C7222,219,0.06,682,57,red wine>spaghetti
C7223,112,0.24,1139,30,burgers>eggs
C7224,105,0.12,1357,55,frozen vegetables>parmesan cheese>milk>salmon>muffins>eggs>chicken>french fries>protein bar>salt
C7225,56,0.07,743,58,mineral water>meatballs>french wine>green tea>pancakes>light mayo
C7226,113,0.21,1119,52,cake>oil
C7227,64,0.12,1163,47,rice>chocolate bread>body spray>gluten free bar>fresh bread
C7228,150,0.08,1794,27,mineral water>milk>vegetables mix>rice>chocolate bread>eggplant>cereals>antioxydant juice>french fries
C7229,115,0.09,1331,22,fromage blanc>chocolate>french fries
C7230,69,0.1,1008,28,whole wheat rice
C7231,110,0.08,524,53,vegetables mix>cookies>mushroom cream sauce>hot dogs
C7232,152,0.06,1818,24,frozen vegetables>vegetables mix>eggs>light mayo>low fat yogurt
C7233,164,0.11,834,21,herb & pepper>spaghetti>brownies>mint
C7234,163,0.17,802,41,escalope>pasta
C7235,84,0.05,2330,26,pancakes
C7236,91,0.09,1752,23,sandwich
C7237,195,0.17,990,28,french fries>champagne>hot dogs>strawberries
C7238,120,0.25,1753,45,burgers>eggs>french fries
C7239,150,0.12,1799,25,pancakes
C7240,63,0.06,543,51,frozen vegetables>mineral water>meatballs>cereals>frozen smoothie>cottage cheese>pancakes>asparagus>low fat yogurt
C7241,206,0.19,2431,32,herb & pepper>frozen vegetables>milk
C7242,204,0.05,2212,24,whole wheat rice>cake>gums>clothes accessories>green tea>frozen smoothie
C7243,236,0.23,1657,34,mineral water
C7244,228,0.21,1964,44,whole wheat pasta>spaghetti>milk>butter>eggs>chocolate>french fries
C7245,150,0.11,918,39,shrimp>tomatoes>chocolate>corn>escalope>cottage cheese>energy drink>shampoo>fresh bread
C7246,65,0.22,1238,42,french fries>yogurt cake
C7247,59,0.17,1643,46,red wine>parmesan cheese>mineral water>cake>rice>french fries
C7248,234,0.19,933,57,pancakes
C7249,98,0.11,2102,22,parmesan cheese>shallot>brownies
C7250,180,0.07,1878,41,frozen vegetables>ground beef>spaghetti>fresh bread
C7251,60,0.06,2449,36,milk
C7252,228,0.05,1217,35,red wine>ground beef>milk>olive oil>almonds>rice>french fries>brownies
C7253,202,0.06,2311,49,cake>french fries>hot dogs>sparkling water
C7254,243,0.24,2041,42,burgers>spaghetti>milk>cereals>strawberries>salad>magazines
C7255,140,0.16,1917,34,burgers>fresh tuna>chocolate
C7256,80,0.09,1601,39,whole wheat pasta
C7257,131,0.08,1994,52,cookies
C7258,205,0.03,1794,42,shrimp
C7259,199,0.04,553,47,eggs>french fries
C7260,239,0.01,657,24,eggs>french fries>protein bar
C7261,194,0.1,1101,24,chocolate>spaghetti>eggs>green tea
C7262,196,0.08,1411,43,turkey>red wine>mineral water>green tea>chocolate>escalope>brownies>pancakes
C7263,150,0.18,985,43,eggs
C7264,225,0.15,574,59,shrimp>mineral water>milk>olive oil>cereals>yogurt cake>salad
C7265,199,0.16,1500,46,french fries
C7266,144,0.07,2185,50,herb & pepper>ground beef>soup>avocado>brownies>salt
C7267,63,0.23,1808,22,brownies
C7268,126,0.05,1997,32,mineral water>hot dogs
C7269,85,0.04,1867,24,pickles
C7270,158,0.25,849,59,mineral water>french fries>asparagus
C7271,240,0,1591,33,fresh tuna>whole wheat pasta>ground beef>mineral water>olive oil>whole wheat rice>cake>escalope>fresh bread
C7272,126,0.15,2051,50,fromage blanc>whole wheat rice
C7273,63,0.15,1678,23,burgers>ground beef
C7274,111,0.08,515,31,soup>white wine
C7275,226,0.15,1091,56,escalope
C7276,81,0.08,2186,57,avocado>green grapes>oil>french fries>hot dogs>pancakes>shampoo
C7277,222,0.11,1691,37,chocolate>spaghetti
C7278,209,0.16,1732,42,escalope
C7279,58,0.18,1333,42,pickles>tomatoes>milk>pancakes
C7280,207,0.23,2202,54,eggs>french fries>asparagus
C7281,219,0.04,1629,35,french fries>mashed potato
C7282,111,0.17,2101,36,frozen smoothie>mint>green tea
C7283,81,0.21,595,28,spaghetti>avocado>honey
C7284,215,0.02,2397,46,salmon>nonfat milk
C7285,75,0.17,1205,40,frozen vegetables>mineral water>soup>avocado>cake>french fries>champagne>tomato juice>green tea
C7286,52,0.23,940,51,salmon>melons>tomato juice>low fat yogurt
C7287,84,0.07,2392,28,red wine>french fries>mashed potato>mint
C7288,204,0.25,1454,55,turkey>ham>spaghetti>barbecue sauce>escalope>protein bar
C7289,164,0.01,1300,58,milk>eggs
C7290,125,0.11,1291,24,spaghetti>milk>olive oil>brownies
C7291,176,0.16,513,44,burgers>red wine>pepper>spaghetti>eggs>green tea
C7292,183,0.23,1258,49,burgers>whole wheat pasta>soup>olive oil>cottage cheese>energy drink
C7293,248,0.08,2442,48,eggs>french fries
C7294,217,0.08,2403,60,chocolate>cottage cheese>pancakes
C7295,158,0.03,1279,24,turkey>frozen vegetables>mineral water>eggs>chocolate>fresh bread
C7296,98,0.16,1972,38,mineral water>french wine>escalope
C7297,92,0,746,46,escalope>pasta
C7298,135,0.01,1861,37,green tea
C7299,65,0.17,720,48,burgers>mineral water>chocolate bread
C7300,176,0.05,2413,27,french fries
C7301,91,0.24,1436,47,frozen vegetables>tomatoes
C7302,66,0.2,697,22,grated cheese>salmon
C7303,56,0.09,2474,35,green grapes>french fries
C7304,124,0.21,1814,58,herb & pepper>ground beef>champagne>green tea
C7305,139,0.2,1886,50,turkey>burgers>pet food
C7306,93,0.13,748,20,escalope
C7307,66,0.22,731,50,tomatoes>whole wheat pasta>ground beef>mineral water>soup>olive oil>black tea>salmon>cake
C7308,243,0.08,1877,22,chocolate>whole wheat pasta>salmon>green tea>magazines
C7309,134,0.07,1419,47,turkey>burgers>cake
C7310,82,0.03,1537,52,milk>nonfat milk>eggs
C7311,161,0.12,795,47,muffins>honey>toothpaste
C7312,105,0.06,1720,38,frozen vegetables>white wine
C7313,60,0.11,2039,52,rice>french fries>cottage cheese
C7314,200,0.21,765,34,ground beef>mineral water>olive oil>pancakes>french fries>frozen smoothie
C7315,214,0.16,676,24,spaghetti>chocolate>olive oil>fromage blanc
C7316,90,0.18,930,50,french fries>cookies>low fat yogurt
C7317,159,0,1500,60,french fries>champagne>brownies>green tea
C7318,172,0.19,1723,20,parmesan cheese>whole wheat pasta>meatballs>milk>mint
C7319,212,0.19,1424,52,yogurt cake
C7320,195,0.01,2322,33,tomatoes>muffins>chocolate>french fries>frozen smoothie>escalope
C7321,160,0.02,1006,38,strawberries>pancakes>yogurt cake
C7322,60,0.07,2232,57,turkey>ground beef>pepper>mineral water>soup>meatballs>vegetables mix>oil>french fries>frozen smoothie>green tea
C7323,183,0.04,2346,48,turkey>shrimp>frozen vegetables>milk>chocolate
C7324,162,0.09,1718,55,burgers>mineral water>eggs
C7325,88,0.13,1471,53,pancakes
C7326,171,0.04,1498,56,brownies>pancakes
C7327,157,0.14,906,56,milk>champagne
C7328,224,0,501,36,muffins
C7329,205,0.16,1186,44,mineral water
C7330,118,0.07,2182,30,burgers>shrimp>frozen vegetables>spaghetti>soup>cake>french fries>pancakes>tomato juice
C7331,108,0.17,1707,50,cottage cheese>protein bar
C7332,129,0.05,1852,41,burgers>eggs>french fries
C7333,162,0.22,2334,50,champagne
C7334,185,0.02,1600,48,turkey>mineral water>fromage blanc>muffins>eggplant>tomato juice>magazines
C7335,113,0.13,2171,60,cake>cooking oil>light mayo
C7336,87,0.13,1975,45,strawberries
C7337,186,0.04,2454,32,burgers>french fries
C7338,225,0.05,1518,53,chocolate>grated cheese>frozen smoothie>cookies>brownies
C7339,241,0.16,1646,51,energy drink
C7340,135,0.09,2104,32,sparkling water
C7341,241,0.25,2263,20,mineral water>flax seed
C7342,206,0.16,1719,32,turkey>herb & pepper>red wine>parmesan cheese>mineral water>olive oil>bacon>salmon>green tea>french fries>champagne>cottage cheese>tomato juice
C7343,53,0.19,1234,53,grated cheese>shrimp>ground beef>mineral water>avocado>milk>nonfat milk>cooking oil>carrots>pancakes>light mayo
C7344,77,0.25,1815,35,frozen vegetables>mineral water>pancakes>low fat yogurt
C7345,95,0.09,2083,36,soup>strawberries>yogurt cake>low fat yogurt
C7346,173,0.15,664,58,spaghetti>almonds>french wine>eggs>cake
C7347,138,0.22,1197,43,milk>vegetables mix>cottage cheese>pancakes>green tea
C7348,91,0.12,706,42,burgers>tomatoes>spaghetti>mineral water>french wine>eggs>green beans>light mayo>fresh bread
C7349,235,0.18,945,36,mineral water>vegetables mix>muffins
C7350,90,0.09,1034,49,spaghetti>salmon>muffins
C7351,130,0.2,2478,49,turkey>soup>french fries
C7352,106,0.24,1287,56,ham>chocolate>herb & pepper>mineral water>olive oil>frozen smoothie
C7353,144,0.04,554,24,cereals>french fries>yogurt cake
C7354,114,0.1,1097,54,clothes accessories>chocolate>pasta>salt
C7355,130,0.13,525,46,avocado>cookies
C7356,77,0.19,2085,31,mineral water>chocolate
C7357,60,0.22,1340,24,chocolate
C7358,225,0.11,1245,55,milk>body spray
C7359,64,0.09,1449,54,chocolate>herb & pepper>spaghetti>mineral water>butter>salmon>rice>burger sauce>extra dark chocolate>protein bar>asparagus>mayonnaise
C7360,115,0.17,1481,59,meatballs>eggs
C7361,123,0.1,896,44,green tea>french fries>gluten free bar
C7362,231,0.1,2062,51,vegetables mix>muffins>whole wheat rice
C7363,203,0.16,626,57,hot dogs
C7364,246,0.16,2197,27,burgers>shrimp>pasta>ground beef>pepper>soup>milk>olive oil>escalope
C7365,162,0.08,1568,42,honey>champagne
C7366,160,0.04,2239,46,tomatoes>butter>gums>cooking oil>chocolate>body spray>green tea
C7367,144,0.04,2031,22,frozen vegetables>chocolate
C7368,191,0.07,2321,60,yams
C7369,75,0.01,1179,29,shrimp>pasta>mineral water>milk>fromage blanc>salmon>eggs>cooking oil>pancakes
C7370,159,0.12,635,58,mineral water
C7371,126,0.09,2479,34,chocolate
C7372,98,0.04,2112,38,grated cheese>ground beef>french fries>hot dogs
C7373,209,0.05,1376,53,spaghetti>butter>chicken>french fries
C7374,122,0.06,992,25,spaghetti>cider>whole wheat rice>cooking oil>escalope
C7375,62,0.02,1316,30,ham>milk>fresh bread
C7376,216,0.13,1320,35,mineral water>black tea>eggs>fresh bread>mint
C7377,198,0.2,1453,37,cookies>mushroom cream sauce
C7378,191,0.07,2304,27,frozen vegetables>honey>corn>pet food
C7379,106,0.25,820,49,frozen vegetables>milk>energy bar>french wine>vegetables mix>eggs>tea>chocolate>green tea
C7380,147,0,1053,41,whole weat flour
C7381,195,0.01,824,47,burgers>grated cheese>frozen vegetables>spaghetti>meatballs>butter>french fries
C7382,77,0.21,2287,37,cookies
C7383,229,0.22,1009,30,green tea>chocolate>cookies>fresh bread
C7384,169,0.07,655,54,grated cheese
C7385,104,0.13,1221,46,salt
C7386,87,0.17,2086,32,cookies
C7387,242,0.01,1408,49,eggs>french fries
C7388,128,0.06,1597,22,cake>french fries>brownies
C7389,116,0.12,2412,38,champagne
C7390,139,0.12,913,23,champagne
C7391,218,0.05,1762,25,green grapes>chocolate>french fries>escalope
C7392,128,0.07,1227,45,eggs
C7393,109,0.04,2286,51,green beans
C7394,180,0.23,1075,34,cookies
C7395,207,0.13,908,45,mineral water>extra dark chocolate>chocolate>low fat yogurt
C7396,73,0.05,1926,20,mineral water>avocado
C7397,67,0.15,2197,24,frozen vegetables>mineral water>chicken>fromage blanc>eggs>green tea
C7398,192,0.13,1172,36,shrimp>pasta>soup>almonds>chocolate>fresh bread
C7399,172,0.23,690,24,cookies
C7400,215,0.08,2063,23,eggs>cookies
C7401,65,0.12,2359,58,tomatoes>mineral water>eggs>chicken>extra dark chocolate
C7402,168,0.06,2474,35,grated cheese>mineral water>olive oil>escalope>white wine
C7403,233,0.23,2312,57,cookies
C7404,137,0.07,2453,52,cooking oil>toothpaste>low fat yogurt
C7405,124,0.22,1290,31,chocolate>ground beef>butter>yogurt cake
C7406,214,0.15,1604,48,ham>ground beef>pepper>tomato sauce>spaghetti>mineral water>light cream>french fries>melons
C7407,130,0.05,1836,54,ground beef>spaghetti>mineral water>light cream
C7408,250,0.19,1812,40,fresh tuna>parmesan cheese>fresh bread
C7409,238,0.02,1476,38,low fat yogurt
C7410,198,0.06,1431,44,olive oil>eggs>cake>chocolate
C7411,182,0.11,1982,34,chicken>soda
C7412,115,0.05,514,57,shrimp>pasta>ground beef>meatballs>oil
C7413,126,0.06,719,38,tomatoes>spaghetti>mineral water>pancakes>cake>rice>chili>salt
C7414,84,0.24,695,60,herb & pepper>ground beef>spaghetti>olive oil>eggs>escalope
C7415,144,0.18,1611,20,milk>chicken>cake>eggplant>frozen smoothie>green tea
C7416,62,0.09,1646,40,burgers>eggs>escalope
C7417,211,0.14,2433,21,fromage blanc
C7418,167,0.17,824,34,pancakes>champagne
C7419,96,0.25,2465,56,chocolate>escalope>energy drink
C7420,222,0.22,2213,29,low fat yogurt
C7421,224,0.23,2008,46,cookies
C7422,134,0.21,1480,20,soup>milk
C7423,75,0.07,1734,44,tomatoes
C7424,50,0.04,1184,36,energy bar>eggs
C7425,196,0.22,1305,21,french fries>frozen smoothie>cottage cheese
C7426,109,0.16,1174,55,low fat yogurt
C7427,131,0.09,1580,58,turkey>ham>grated cheese>parmesan cheese>ground beef>olive oil>pancakes
C7428,241,0.09,826,48,frozen vegetables>mineral water>honey>cottage cheese>fresh bread
C7429,232,0.1,704,28,grated cheese>mineral water>chicken>nonfat milk>whole wheat rice>chocolate bread
C7430,111,0.23,949,44,chocolate>frozen vegetables>spaghetti>green tea
C7431,111,0.07,1833,23,chocolate>grated cheese>frozen vegetables>chutney>cereals
C7432,102,0.21,1030,48,eggs>eggplant>french fries>low fat yogurt
C7433,128,0.11,2035,53,gums>frozen smoothie>low fat yogurt
C7434,243,0.13,2117,31,burgers>herb & pepper>shrimp>pasta>milk>whole wheat rice>cooking oil>french fries>cottage cheese>tomato juice>fresh bread>mint
C7435,186,0.24,2315,38,burgers>frozen vegetables>flax seed>french fries>yogurt cake
C7436,88,0.16,2168,52,green tea
C7437,220,0.21,1775,50,flax seed>green tea
C7438,159,0.05,1049,32,milk
C7439,165,0.16,1366,47,eggs>mushroom cream sauce
C7440,154,0.15,2264,34,mineral water>cake
C7441,244,0.09,1183,29,whole wheat pasta>spaghetti>mineral water>milk>olive oil>salmon>cooking oil>low fat yogurt>zucchini
C7442,192,0.17,1788,44,shrimp>pasta>low fat yogurt
C7443,203,0.16,2265,35,ham>ground beef>spaghetti>mineral water>whole wheat rice>cake>low fat yogurt
C7444,97,0.19,2389,38,tomatoes>almonds>eggs>cookies>green tea
C7445,233,0.21,2316,39,parmesan cheese>whole wheat pasta>brownies
C7446,86,0.12,1289,33,cookies
