CartCode,Total,Discount,CustomerSalary,CustomerAge,Sex,MaritalStatus,IntervalTime,UseCreditCard,ListOfProduct
C7011,55,0.04,1978,44,M,1,I2,YES,frozen vegetables>brownies>low fat yogurt
C7012,201,0.04,655,45,M,4,I1,YES,eggs>french fries
C7013,119,0.22,1595,32,F,4,I4,NO,brownies
C7014,187,0.19,803,45,M,1,I1,YES,escalope
C7015,102,0.11,2331,36,F,4,I2,YES,red wine>black tea>french wine>extra dark chocolate>ham>salt
C7016,190,0.24,2478,41,M,1,I3,YES,spaghetti>vegetables mix>french fries
C7017,80,0.06,830,29,F,4,I2,NO,ground beef>milk>butter>eggs
C7018,233,0.23,1811,60,M,3,I3,YES,mineral water>fresh bread
C7019,154,0.22,2351,29,M,4,I4,NO,fresh tuna>frozen vegetables>tomatoes>spaghetti>butter>almonds>pancakes>honey>frozen smoothie
C7020,238,0.13,1111,28,M,2,I3,NO,escalope>pasta>mushroom cream sauce>brownies>light mayo>fresh bread>green tea
C7021,167,0.09,1024,34,M,3,I2,NO,muffins>pancakes>eggs>chocolate>french fries>escalope>green tea
C7022,209,0.05,1979,42,F,1,I4,NO,green tea
C7023,232,0.07,1290,57,M,4,I2,YES,herb & pepper>cider>eggs>champagne>green tea
C7024,164,0.18,1865,40,F,3,I1,YES,nonfat milk
C7025,123,0.1,686,28,M,1,I3,NO,escalope
C7026,84,0.05,975,46,F,4,I4,NO,pepper>frozen smoothie
C7027,92,0.18,1937,48,F,3,I4,YES,chocolate>escalope
C7028,239,0.17,2324,26,F,2,I2,NO,herb & pepper>spaghetti>mineral water>muffins
C7029,174,0.13,2342,20,F,4,I1,YES,ham>spaghetti>avocado>milk>pancakes>eggs>oil>antioxydant juice>green tea>chocolate>frozen smoothie>escalope
C7030,144,0.24,2326,47,F,1,I1,YES,strawberries>fresh bread
C7031,189,0.06,1103,34,F,1,I4,NO,eggs>white wine
C7032,79,0.15,2055,39,M,4,I3,YES,turkey>burgers>spaghetti>milk>eggs>honey
C7033,135,0,726,36,M,1,I2,YES,mineral water>salmon
C7034,90,0.18,664,36,M,3,I3,YES,cookies>energy drink
C7035,236,0.2,2193,46,F,1,I2,NO,cookies>mushroom cream sauce
C7036,79,0.19,1839,40,M,3,I1,NO,yogurt cake
C7037,85,0.2,1079,27,M,4,I4,NO,butter>energy drink
C7038,245,0.21,2288,23,F,0,I4,NO,energy bar>chicken
C7039,110,0.04,911,46,F,4,I2,NO,french fries
C7040,122,0.16,1777,60,M,0,I2,NO,ground beef>mineral water>cottage cheese>magazines
C7041,234,0.08,1642,51,M,3,I2,YES,burgers>eggs>green tea
C7042,58,0.02,928,58,M,0,I1,NO,eggs
C7043,245,0.16,1490,46,M,1,I3,YES,frozen vegetables>milk>chocolate>yogurt cake
C7044,68,0.13,1786,42,F,4,I4,YES,hot dogs
C7045,156,0.25,1359,51,F,4,I3,YES,cookies
C7046,94,0.08,1536,38,M,1,I4,YES,pancakes
C7047,242,0.2,2120,54,M,4,I2,NO,pepper>olive oil>low fat yogurt
C7048,245,0.01,1932,38,F,3,I3,YES,babies food
C7049,127,0.19,1881,47,M,1,I4,YES,chocolate>salmon>pancakes>gluten free bar>green tea
C7050,69,0.07,1218,57,F,2,I4,YES,mineral water>french fries>frozen smoothie>green tea
C7051,62,0.2,872,21,F,0,I3,NO,honey
C7052,221,0.24,1313,55,F,0,I2,NO,ham>mineral water>pancakes>cake
C7053,126,0.02,1170,20,F,1,I2,NO,spaghetti>flax seed>french fries>champagne
C7054,236,0.1,1271,42,F,1,I1,NO,mineral water>vegetables mix>honey>chocolate>french fries>light mayo
C7055,206,0.12,1114,45,M,2,I3,YES,herb & pepper>ground beef>spaghetti>chocolate>french fries
C7056,80,0.15,628,48,F,3,I4,NO,turkey>burgers>milk>honey>chocolate>french fries>green tea
C7057,72,0.05,564,26,F,1,I3,NO,burgers>fresh tuna>soup>french fries>body spray>green tea
C7058,60,0.17,1447,52,M,0,I2,YES,cake>escalope
C7059,55,0.25,1731,47,F,4,I4,NO,fresh bread
C7060,227,0.09,1296,28,F,1,I4,NO,eggplant>cookies>pancakes
C7061,170,0,1915,52,F,1,I2,NO,escalope
C7062,140,0.17,1747,57,F,3,I2,NO,shrimp>frozen vegetables>whole wheat rice>chocolate bread>french fries>fresh bread>green tea
C7063,249,0.15,1260,36,F,3,I1,NO,mineral water>whole wheat rice>bug spray>chicken
C7064,233,0.08,830,54,M,2,I3,NO,mineral water>chocolate
C7065,101,0.18,1479,28,F,4,I1,NO,turkey>pepper>meatballs>corn>chili>french fries>green tea
C7066,108,0.08,1876,44,F,1,I4,YES,frozen vegetables>parmesan cheese>vegetables mix>whole wheat rice>chocolate>french fries>green tea
C7067,140,0.07,1894,41,M,4,I2,YES,green tea
C7068,233,0.07,2200,32,M,2,I3,NO,tomato sauce>chocolate>pancakes
C7069,218,0.07,1811,35,M,0,I1,YES,burgers>ground beef>energy drink>melons
C7070,143,0.02,2317,59,F,1,I2,YES,ground beef>tomato sauce>mineral water>soup>salmon>green grapes>whole weat flour>frozen smoothie
C7071,179,0.17,694,34,F,3,I3,NO,soup>milk>honey>whole wheat rice>light cream>mushroom cream sauce>green tea
C7072,181,0.15,2468,31,M,1,I1,YES,avocado>champagne>frozen smoothie>sparkling water>green tea
C7073,221,0.09,872,41,F,1,I1,YES,frozen vegetables>tomatoes>mineral water>eggs>whole wheat rice>french fries>strawberries
C7074,165,0.11,1914,27,M,3,I4,YES,cake
C7075,92,0.22,2304,41,M,1,I2,NO,eggs>french fries>salad
C7076,209,0.01,2228,50,F,3,I1,NO,eggs>escalope
C7077,228,0.13,609,36,M,3,I4,YES,red wine>spaghetti>soup>eggs>escalope>energy drink
C7078,75,0.18,2393,22,F,1,I3,NO,cake
C7079,227,0.24,1098,44,M,0,I3,NO,tomatoes
C7080,117,0.08,2259,41,M,4,I4,NO,chocolate>escalope>champagne
C7081,219,0.21,1974,47,F,1,I1,YES,chicken>whole wheat rice>ham>french fries>pancakes
C7082,160,0.03,1242,58,F,4,I3,NO,ground beef>milk>french fries>sparkling water
C7083,138,0.05,2227,60,M,4,I3,NO,cookies>hot dogs>pancakes
C7084,227,0.05,2193,43,F,0,I4,NO,mineral water>chocolate>milk>eggs>green tea>frozen smoothie>protein bar
C7085,126,0.16,612,38,F,0,I1,YES,eggs
C7086,186,0.11,1385,28,F,2,I2,NO,ground beef
C7087,122,0.24,820,35,F,1,I1,YES,milk>light cream>chicken>extra dark chocolate
C7088,154,0.03,1749,38,M,3,I4,YES,milk>olive oil>butter>frozen smoothie>low fat yogurt
C7089,172,0.24,1288,57,F,4,I2,YES,burgers>eggs>cooking oil
C7090,100,0.09,2417,31,M,3,I2,NO,spaghetti>chicken>eggs>cooking oil>chili
C7091,52,0.18,933,60,F,4,I1,NO,green tea
C7092,224,0.24,1672,54,M,1,I3,YES,herb & pepper>salmon>eggs>french fries>strawberries>candy bars
C7093,61,0.01,1927,52,F,2,I3,NO,herb & pepper>chicken>french fries>cottage cheese>tomato juice
C7094,161,0.19,2013,56,M,0,I2,YES,tomatoes>fromage blanc>chocolate
C7095,65,0.19,2073,57,M,4,I4,NO,frozen vegetables>tomatoes>vegetables mix>hand protein bar
C7096,75,0.07,942,49,F,1,I1,NO,grated cheese>chocolate
C7097,104,0.09,1953,38,F,3,I4,YES,grated cheese>mineral water>milk>chicken>eggs
C7098,143,0.11,1645,57,F,3,I3,NO,burgers>herb & pepper>red wine>tomatoes>ground beef>tomato sauce>spaghetti>milk>bacon>eggs>white wine
C7099,89,0.14,2167,26,M,1,I4,YES,chocolate>ground beef>mineral water
C7100,205,0,1364,29,M,3,I1,NO,turkey>herb & pepper>spaghetti>rice>cooking oil>eggplant>white wine>magazines
C7101,237,0.19,2266,44,F,2,I4,NO,tomatoes>tomato sauce>spaghetti>olive oil>oil>chocolate
C7102,100,0.04,1059,47,F,0,I2,NO,mineral water>milk>chocolate
C7103,215,0.06,2152,53,M,2,I3,NO,grated cheese>green tea
C7104,199,0.15,2184,38,F,3,I3,NO,tomatoes>low fat yogurt
C7105,228,0.08,831,38,F,3,I2,YES,tomatoes>spaghetti>olive oil>almonds>eggs
C7106,102,0.06,2064,56,F,3,I3,YES,turkey>ham>chocolate>tomatoes>ground beef>pepper>olive oil>pancakes>bramble>green tea
C7107,134,0.15,1104,48,M,0,I2,NO,cookies
C7108,195,0.12,2352,56,M,2,I1,NO,chocolate>milk>salmon>spinach>carrots
C7109,164,0.24,1619,24,F,1,I2,YES,ham>shrimp>milk>flax seed>salmon>corn>ham>eggplant
C7110,222,0.18,2015,46,M,1,I4,YES,clothes accessories>protein bar>tomato juice>fresh bread>low fat yogurt>mint
C7111,94,0.24,659,24,M,1,I2,YES,burgers>red wine>cooking oil
C7112,208,0.19,1623,34,F,4,I4,NO,burgers>french fries
C7113,150,0.05,1147,26,F,2,I4,NO,tomatoes>mineral water>chicken>eggs>pancakes
C7114,95,0.15,2289,41,F,3,I4,YES,frozen vegetables>mineral water>vegetables mix>green grapes>eggs>french fries>escalope>body spray>protein bar>mint
C7115,171,0.13,2045,43,F,0,I4,YES,herb & pepper>shrimp>soup>meatballs
C7116,93,0.03,1725,41,F,3,I1,YES,herb & pepper
C7117,230,0.23,529,23,M,2,I4,NO,eggs>escalope
C7118,217,0.24,1913,29,M,0,I4,YES,ground beef>chocolate>champagne
C7119,61,0.07,1617,41,F,1,I3,YES,frozen vegetables>ground beef>soup>milk>tea>low fat yogurt
C7120,235,0.02,963,32,F,1,I3,YES,herb & pepper>spaghetti>mineral water>pancakes>cooking oil>carrots>chocolate>escalope>low fat yogurt
C7121,65,0.19,1999,54,M,1,I3,NO,herb & pepper
C7122,233,0.17,670,34,M,3,I1,YES,red wine>spaghetti
C7123,132,0.21,2272,31,M,4,I3,NO,shrimp
C7124,110,0.23,1990,58,M,4,I2,YES,pancakes>eggs>light cream
C7125,132,0.24,1521,53,F,0,I2,YES,avocado>energy drink>low fat yogurt
C7126,112,0.14,1243,32,F,4,I2,YES,energy bar>nonfat milk>bug spray>chicken
C7127,148,0.2,1142,35,F,3,I4,NO,burgers>fresh tuna>herb & pepper>shrimp>whole wheat pasta>milk>cider>eggs>cereals>pancakes>energy drink
C7128,193,0.05,1438,58,M,4,I1,YES,eggs>cooking oil>chocolate>french fries>mushroom cream sauce>pancakes>light mayo>low fat yogurt
C7129,191,0.14,1398,43,F,3,I1,YES,turkey>eggs
C7130,230,0.14,1684,36,M,4,I1,YES,shrimp>frozen vegetables>mineral water>milk
C7131,209,0.07,2083,28,F,1,I2,NO,grated cheese>herb & pepper>parmesan cheese>whole wheat pasta>ground beef>spaghetti>yams>milk>low fat yogurt
C7132,91,0.24,1124,60,F,0,I2,YES,dessert wine>soup>eggs>low fat yogurt
C7133,72,0.18,601,44,M,4,I3,NO,turkey>green grapes>eggs
C7134,232,0.18,2047,38,M,0,I1,YES,mineral water>fresh bread
C7135,162,0.08,2485,43,M,3,I2,YES,mineral water>green tea
C7136,53,0.23,907,38,F,1,I3,NO,grated cheese>cooking oil>light mayo
C7137,200,0.08,2219,23,M,1,I3,NO,rice
C7138,76,0.04,1311,32,M,3,I1,NO,frozen smoothie
C7139,206,0.03,1094,29,F,4,I2,YES,chocolate>ground beef>spaghetti>eggs>cookies>mushroom cream sauce
C7140,153,0.13,1220,47,M,3,I1,NO,parmesan cheese>cake>green tea
C7141,192,0.05,1220,42,M,0,I4,NO,chocolate>cookies
C7142,102,0.25,2206,30,M,2,I2,NO,turkey>red wine>ground beef>mineral water>milk>whole wheat rice>pancakes
C7143,107,0.16,904,31,F,1,I1,YES,green tea
C7144,50,0.04,2393,59,M,3,I1,YES,mineral water>milk>nonfat milk>pancakes>honey>cooking oil>frozen smoothie>brownies>tomato juice
C7145,122,0.19,2092,59,F,4,I2,YES,burgers>frozen vegetables>tomatoes>strong cheese>muffins>eggs>french fries>yogurt cake>light mayo>green tea
C7146,86,0.24,2164,42,F,1,I4,YES,salmon
C7147,126,0.09,2404,44,F,1,I1,YES,tomatoes>chicken>eggs
C7148,51,0.03,2327,26,F,3,I2,YES,frozen vegetables>mineral water>milk
C7149,250,0.19,1173,36,M,4,I1,YES,olive oil>salmon>light cream>zucchini
C7150,91,0.09,1139,34,M,0,I1,NO,frozen vegetables>rice>light mayo
C7151,229,0.24,1593,57,F,3,I2,YES,turkey>tomatoes>spaghetti>milk
C7152,163,0.1,2375,20,F,0,I2,NO,chocolate
C7153,159,0.23,588,49,M,2,I1,NO,whole wheat pasta>olive oil
C7154,222,0.05,1326,33,F,2,I2,NO,chocolate>mineral water>eggs>rice
C7155,87,0.05,1853,22,F,2,I3,YES,energy bar
C7156,224,0.13,789,22,M,2,I3,YES,spaghetti>pancakes
C7157,79,0.2,2081,40,M,0,I1,NO,honey>champagne>escalope>pasta>mushroom cream sauce
C7158,137,0.08,551,30,F,1,I4,NO,turkey>milk>pancakes
C7159,223,0.18,2269,43,M,1,I1,NO,green tea
C7160,104,0.01,994,29,F,3,I3,YES,turkey>burgers
C7161,103,0.12,544,60,F,4,I1,YES,burgers>eggs
C7162,101,0.23,1301,60,M,3,I3,NO,burgers>french wine>green tea
C7163,163,0.15,1048,60,F,1,I4,YES,french fries>pancakes>light mayo
C7164,237,0.22,1917,34,M,0,I3,YES,frozen vegetables>ground beef>mineral water>honey>green tea
C7165,54,0.02,1270,38,M,4,I4,YES,champagne
C7166,183,0.13,1207,46,F,1,I1,YES,frozen vegetables>energy bar
C7167,80,0,713,47,F,0,I2,NO,chocolate>eggs>french fries>energy drink
C7168,74,0.07,1833,43,F,4,I3,YES,soup>chicken>eggs>light cream>cooking oil>cereals>green tea
C7169,207,0.2,531,60,F,4,I4,YES,spaghetti>eggs>eggplant
C7170,231,0.22,2326,55,F,3,I1,NO,energy drink
C7171,119,0.2,1356,58,M,4,I4,NO,soup>soda
C7172,142,0.07,1031,50,F,0,I3,YES,herb & pepper>mineral water>milk>whole wheat rice>salt>white wine
C7173,145,0.08,2203,57,F,2,I3,NO,mineral water>green tea
C7174,130,0.22,1620,42,M,3,I3,YES,vegetables mix>cereals>green tea
C7175,124,0.2,1700,21,M,3,I2,YES,chocolate
C7176,170,0.12,2267,32,F,0,I3,NO,french fries>pancakes
C7177,173,0.18,1003,37,M,0,I3,NO,grated cheese>herb & pepper>ground beef>spaghetti>butter>cider>bacon>pancakes>soda>napkins>low fat yogurt>green tea
C7178,220,0.02,1233,36,F,0,I3,YES,mineral water>soup>eggs>chocolate>frozen smoothie>protein bar
C7179,183,0.25,1415,21,F,1,I3,YES,green tea
C7180,195,0.04,1264,39,F,2,I3,NO,burgers>grated cheese>herb & pepper>red wine>ground beef>mineral water>chocolate>avocado>rice>cereals>pancakes>toothpaste>green tea
C7181,249,0.12,852,53,F,4,I3,YES,black tea>chicken>eggs>french fries>energy drink
C7182,147,0.21,2102,57,F,3,I4,YES,burgers>spaghetti>eggs
C7183,89,0.25,793,41,M,0,I3,YES,salmon>yogurt cake
C7184,106,0.24,1834,52,M,2,I4,YES,milk>salmon>cereals
C7185,220,0.12,1780,28,F,4,I2,YES,mineral water>milk>cake>brownies
C7186,236,0.01,2222,33,M,1,I2,YES,eggs
C7187,140,0.1,2132,42,M,2,I2,YES,burgers>eggs>barbecue sauce
C7188,154,0.01,1761,48,F,2,I3,NO,milk>clothes accessories>low fat yogurt
C7189,122,0.17,2409,45,F,3,I4,YES,frozen vegetables>whole wheat pasta>olive oil
C7190,210,0.15,1941,43,M,2,I3,YES,cookies
C7191,162,0.06,631,27,F,0,I1,NO,parmesan cheese>chicken
C7192,163,0.08,1440,31,M,2,I1,NO,frozen vegetables>mineral water>milk>olive oil>vegetables mix>eggs>brownies>low fat yogurt>candy bars
C7193,97,0.09,2060,38,M,1,I1,NO,milk
C7194,104,0.19,953,39,F,2,I1,YES,turkey>frozen vegetables
C7195,204,0.05,1736,48,M,4,I1,NO,burgers>escalope>pasta
C7196,211,0.17,1903,20,F,3,I3,NO,grated cheese>frozen vegetables>tomatoes>chocolate>escalope
C7197,112,0.23,758,56,M,1,I4,YES,french fries
C7198,136,0.07,1441,46,M,3,I2,NO,extra dark chocolate>champagne>green tea
C7199,112,0,2071,32,F,4,I1,NO,champagne
C7200,127,0.14,979,28,F,4,I1,NO,fromage blanc>french fries
C7201,150,0.04,1938,41,F,2,I2,YES,grated cheese>red wine>spaghetti>whole wheat rice>pet food
C7202,98,0.08,1061,40,F,2,I2,YES,chicken>eggs>soda>shampoo>fresh bread>low fat yogurt
C7203,52,0.18,2266,43,F,4,I4,NO,frozen vegetables>pepper>spaghetti>mineral water>green beans>french fries>frozen smoothie>pancakes>low fat yogurt
C7204,127,0.09,1982,52,F,4,I2,YES,oatmeal>french fries
C7205,69,0.06,2130,26,M,2,I3,YES,tomatoes>tomato juice
C7206,117,0.11,1617,38,F,0,I3,YES,turkey>burgers>ham>mineral water>energy bar>french wine>frozen smoothie>escalope>sandwich>yogurt cake>fresh bread
C7207,220,0.1,2181,58,M,0,I3,NO,mineral water>eggplant>cereals>antioxydant juice
C7208,219,0.24,645,20,F,2,I4,YES,grated cheese>spaghetti>mineral water>whole wheat rice>cake>french fries>champagne
C7209,191,0.09,2034,25,F,0,I2,NO,turkey>chocolate>champagne>escalope>sandwich
C7210,80,0.18,1522,56,M,1,I3,NO,strawberries>green tea
C7211,124,0.05,1356,56,F,0,I1,YES,chocolate>spaghetti>mineral water>cake
C7212,201,0.12,1210,60,M,0,I3,NO,salmon
C7213,247,0.1,774,36,F,2,I3,YES,eggs
C7214,226,0.05,913,45,M,1,I2,YES,milk>tea>frozen smoothie>tomato juice
C7215,124,0.23,2384,35,F,4,I2,NO,turkey>burgers>frozen vegetables>tomatoes>parmesan cheese>spaghetti>mineral water>chocolate>milk>vegetables mix>whole wheat rice>mushroom cream sauce
C7216,154,0.12,2226,35,M,3,I2,NO,burgers>french fries
C7217,115,0.08,1053,30,F,2,I2,NO,shrimp>pepper>butter>whole wheat rice>cake>chocolate>frozen smoothie
C7218,88,0.11,692,60,M,0,I2,YES,spaghetti>mineral water>milk>vegetables mix>gums>cereals>french fries>frozen smoothie>pancakes>tomato juice>low fat yogurt
C7219,152,0.13,2414,39,M,2,I2,NO,mineral water>energy bar
C7220,135,0.07,735,30,F,1,I3,NO,energy bar>eggs>strawberries
C7221,103,0.1,823,57,M,0,I1,NO,pet food
C7222,97,0.01,2027,33,M,4,I1,NO,red wine>spaghetti
C7223,127,0.06,1358,28,F,1,I3,YES,burgers>eggs
C7224,160,0.03,2399,49,M,4,I1,YES,frozen vegetables>parmesan cheese>milk>salmon>muffins>eggs>chicken>french fries>protein bar>salt
C7225,108,0.18,1893,31,M,1,I3,NO,mineral water>meatballs>french wine>green tea>pancakes>light mayo
C7226,85,0.09,1987,26,M,4,I3,NO,cake>oil
C7227,210,0.22,2001,26,F,0,I3,NO,rice>chocolate bread>body spray>gluten free bar>fresh bread
C7228,76,0.01,1726,55,M,2,I1,YES,mineral water>milk>vegetables mix>rice>chocolate bread>eggplant>cereals>antioxydant juice>french fries
C7229,193,0.08,1370,44,M,1,I4,NO,fromage blanc>chocolate>french fries
C7230,161,0.13,2397,39,F,1,I2,NO,whole wheat rice
C7231,233,0.01,1505,33,F,0,I4,YES,vegetables mix>cookies>mushroom cream sauce>hot dogs
C7232,202,0.22,2041,47,M,0,I3,YES,frozen vegetables>vegetables mix>eggs>light mayo>low fat yogurt
C7233,208,0.13,906,35,F,0,I3,YES,herb & pepper>spaghetti>brownies>mint
C7234,184,0.1,1678,52,F,4,I1,YES,escalope>pasta
C7235,86,0.15,804,50,F,0,I2,NO,pancakes
C7236,128,0.1,816,60,M,1,I2,NO,sandwich
C7237,155,0.16,1073,60,F,2,I2,NO,french fries>champagne>hot dogs>strawberries
C7238,246,0.24,2005,22,F,2,I4,NO,burgers>eggs>french fries
C7239,138,0.03,2065,43,F,2,I1,YES,pancakes
C7240,167,0.24,1407,39,F,0,I4,YES,frozen vegetables>mineral water>meatballs>cereals>frozen smoothie>cottage cheese>pancakes>asparagus>low fat yogurt
C7241,187,0.08,2400,47,F,4,I1,NO,herb & pepper>frozen vegetables>milk
C7242,157,0.19,1627,20,M,4,I3,YES,whole wheat rice>cake>gums>clothes accessories>green tea>frozen smoothie
C7243,233,0.02,925,21,M,2,I1,YES,mineral water
C7244,172,0.16,665,34,F,0,I4,NO,whole wheat pasta>spaghetti>milk>butter>eggs>chocolate>french fries
C7245,198,0.02,2106,57,M,2,I1,YES,shrimp>tomatoes>chocolate>corn>escalope>cottage cheese>energy drink>shampoo>fresh bread
C7246,189,0.18,1986,46,F,0,I1,NO,french fries>yogurt cake
C7247,151,0.06,1230,43,F,1,I1,NO,red wine>parmesan cheese>mineral water>cake>rice>french fries
C7248,155,0.15,1362,40,M,0,I2,NO,pancakes
C7249,110,0.07,747,56,F,3,I3,NO,parmesan cheese>shallot>brownies
C7250,67,0.06,748,33,F,1,I3,YES,frozen vegetables>ground beef>spaghetti>fresh bread
C7251,112,0.17,2108,57,F,0,I3,YES,milk
C7252,107,0.02,1270,59,F,1,I1,NO,red wine>ground beef>milk>olive oil>almonds>rice>french fries>brownies
C7253,224,0.19,2467,25,F,3,I1,YES,cake>french fries>hot dogs>sparkling water
C7254,62,0.17,1750,50,M,4,I2,NO,burgers>spaghetti>milk>cereals>strawberries>salad>magazines
C7255,187,0.17,1654,37,F,2,I2,YES,burgers>fresh tuna>chocolate
C7256,109,0.24,2161,55,M,0,I4,YES,whole wheat pasta
C7257,224,0.23,916,57,F,2,I4,YES,cookies
C7258,178,0.22,2103,23,F,0,I2,YES,shrimp
C7259,125,0.14,1505,27,M,3,I3,YES,eggs>french fries
C7260,200,0.03,1651,53,F,1,I4,NO,eggs>french fries>protein bar
C7261,54,0.21,2087,47,M,4,I4,YES,chocolate>spaghetti>eggs>green tea
C7262,172,0.21,1601,56,F,4,I1,YES,turkey>red wine>mineral water>green tea>chocolate>escalope>brownies>pancakes
C7263,210,0.16,1005,38,M,0,I4,NO,eggs
C7264,87,0.24,1115,46,F,4,I2,NO,shrimp>mineral water>milk>olive oil>cereals>yogurt cake>salad
C7265,141,0.21,1352,58,F,0,I3,NO,french fries
C7266,199,0.21,959,36,F,0,I2,YES,herb & pepper>ground beef>soup>avocado>brownies>salt
C7267,241,0.18,506,29,M,4,I1,NO,brownies
C7268,77,0.05,1841,50,F,4,I4,YES,mineral water>hot dogs
C7269,92,0.08,851,48,F,0,I2,YES,pickles
C7270,199,0.23,1253,60,F,3,I1,YES,mineral water>french fries>asparagus
C7271,103,0.11,1989,25,F,4,I3,YES,fresh tuna>whole wheat pasta>ground beef>mineral water>olive oil>whole wheat rice>cake>escalope>fresh bread
C7272,81,0.16,599,28,F,0,I3,NO,fromage blanc>whole wheat rice
C7273,215,0.12,658,59,M,1,I3,NO,burgers>ground beef
C7274,226,0.06,728,52,M,3,I2,NO,soup>white wine
C7275,208,0.24,759,39,F,2,I4,NO,escalope
C7276,167,0.05,1648,37,F,4,I1,NO,avocado>green grapes>oil>french fries>hot dogs>pancakes>shampoo
C7277,230,0.05,2228,29,F,3,I1,NO,chocolate>spaghetti
C7278,231,0.18,2395,28,M,1,I4,NO,escalope
C7279,187,0.08,977,21,F,0,I4,NO,pickles>tomatoes>milk>pancakes
C7280,140,0.18,1604,53,F,4,I3,NO,eggs>french fries>asparagus
C7281,80,0.04,2181,32,M,0,I4,YES,french fries>mashed potato
C7282,100,0.1,1474,40,F,1,I1,NO,frozen smoothie>mint>green tea
C7283,193,0.05,1439,30,F,2,I1,NO,spaghetti>avocado>honey
C7284,179,0.01,668,23,F,2,I1,YES,salmon>nonfat milk
C7285,193,0.06,1996,55,M,3,I3,YES,frozen vegetables>mineral water>soup>avocado>cake>french fries>champagne>tomato juice>green tea
C7286,71,0.06,2422,48,F,2,I2,YES,salmon>melons>tomato juice>low fat yogurt
C7287,150,0.22,2272,60,M,3,I4,NO,red wine>french fries>mashed potato>mint
C7288,168,0.2,1837,49,M,3,I3,YES,turkey>ham>spaghetti>barbecue sauce>escalope>protein bar
C7289,99,0.13,1535,54,M,1,I3,NO,milk>eggs
C7290,87,0.01,2038,43,M,4,I4,YES,spaghetti>milk>olive oil>brownies
C7291,91,0.24,1993,45,M,1,I2,NO,burgers>red wine>pepper>spaghetti>eggs>green tea
C7292,134,0.2,2363,58,M,3,I1,YES,burgers>whole wheat pasta>soup>olive oil>cottage cheese>energy drink
C7293,78,0.02,1945,25,F,3,I4,YES,eggs>french fries
C7294,202,0.14,1560,50,F,4,I3,NO,chocolate>cottage cheese>pancakes
C7295,85,0.12,1195,46,M,1,I1,NO,turkey>frozen vegetables>mineral water>eggs>chocolate>fresh bread
C7296,127,0.22,1271,24,M,0,I4,YES,mineral water>french wine>escalope
C7297,243,0.24,1560,47,F,1,I3,NO,escalope>pasta
C7298,111,0.13,857,23,F,0,I4,YES,green tea
C7299,112,0.01,1268,60,F,2,I4,NO,burgers>mineral water>chocolate bread
C7300,138,0.24,761,47,M,1,I2,NO,french fries
C7301,189,0.05,974,32,M,1,I4,NO,frozen vegetables>tomatoes
C7302,157,0.03,586,54,M,0,I1,YES,grated cheese>salmon
C7303,245,0.03,1152,49,F,2,I1,NO,green grapes>french fries
C7304,100,0.2,2302,47,F,3,I4,YES,herb & pepper>ground beef>champagne>green tea
C7305,248,0.19,776,40,F,4,I4,NO,turkey>burgers>pet food
C7306,191,0.11,2179,34,F,1,I3,NO,escalope
C7307,108,0.19,1005,27,M,4,I4,NO,tomatoes>whole wheat pasta>ground beef>mineral water>soup>olive oil>black tea>salmon>cake
C7308,241,0.01,1305,43,F,1,I3,YES,chocolate>whole wheat pasta>salmon>green tea>magazines
C7309,225,0.14,872,32,F,4,I4,YES,turkey>burgers>cake
C7310,237,0.23,836,20,M,1,I1,NO,milk>nonfat milk>eggs
C7311,187,0.13,2291,34,F,1,I3,YES,muffins>honey>toothpaste
C7312,236,0.16,556,51,M,2,I1,NO,frozen vegetables>white wine
C7313,110,0.12,744,31,M,4,I4,NO,rice>french fries>cottage cheese
C7314,238,0,569,24,M,2,I1,YES,ground beef>mineral water>olive oil>pancakes>french fries>frozen smoothie
C7315,192,0.2,2249,38,F,3,I4,NO,spaghetti>chocolate>olive oil>fromage blanc
C7316,150,0.01,1781,28,M,3,I2,YES,french fries>cookies>low fat yogurt
C7317,129,0.16,1591,44,M,1,I3,YES,french fries>champagne>brownies>green tea
C7318,107,0.23,1421,55,M,1,I4,NO,parmesan cheese>whole wheat pasta>meatballs>milk>mint
C7319,156,0.05,1744,26,M,1,I3,NO,yogurt cake
C7320,95,0.25,1795,22,F,1,I2,NO,tomatoes>muffins>chocolate>french fries>frozen smoothie>escalope
